ID,state,temperature_avg,CDD,GDD,HDD,temperature_max,temperature_min,precipitation,snow_depth,snow_fall
1878-12,AR,,,,,,,3.68,,
1879-01,AR,,,,,,,6.57,,
1879-02,AR,,,,,,,1.7,,
1879-03,AR,,,,,,,3.59,,
1879-04,AR,,,,,,,4.87,,
1879-05,AR,,,,,,,3.29,,
1879-06,AR,,,,,,,8.96,,
1879-07,AR,83.8,593,1058,0,100,67,2.65,,0
1879-08,AR,76.2,355,820,0,96,61,7.43,,0
1879-09,AR,71.5,204,653,1,88,54,0.39,,0
1879-10,AR,66.8,175,530,110,89,40,0.98,,0
1879-11,AR,57,54,264,288,82,30,3.93,,0
1879-12,AR,48.2,2,113,515,73,16,3.5,,
1880-01,AR,56,15,226,287,78,32,4.64,,0
1880-02,AR,49.9,3,118,434,75,26,7.95,,0
1880-03,AR,54.1,14,200,346,78,32,7.6,,0
1880-04,AR,66.1,117,489,78,94,43,4.69,,0
1880-05,AR,75,325,780,10,91,47,2.44,,0
1880-06,AR,77.4,379,829,0,92,60,3.23,,0
1880-07,AR,79.4,455,920,0,95,62,3.37,,0
1880-08,AR,79,440,905,0,92,60,5.53,,0
1880-09,AR,69.9,175,603,22,90,48,5,,0
1880-10,AR,62,44,376,133,82,39,2.07,,0
1880-11,AR,42.1,0,32,678,69,10,6.84,,9.4
1880-12,AR,41.4,0,65,725,74,6,3.03,,7.8
1881-01,AR,35.8,0,12,900,64,18,2.07,,0.4
1881-02,AR,44.4,0,37,570,72,22,6.34,,
1881-03,AR,52.3,0,127,385,78,32,2.38,,1.4
1881-04,AR,62.7,116,413,175,89,29,1.94,,0
1881-05,AR,73.5,274,739,0,87,61,5.51,,0
1881-06,AR,81.1,491,941,0,97,65,6.02,,0
1881-07,AR,83.5,582,1047,0,100,67,1.95,,0
1881-08,AR,85,629,1094,0,102,71,1.42,,0
1881-09,AR,77.3,381,826,5,97,47,1.87,,0
1881-10,AR,68.5,176,579,62,90,44,4.69,,0
1881-11,AR,51.2,0,115,407,71,25,6.5,,0
1881-12,AR,49.5,0,57,475,69,34,2.34,,0
1882-01,AR,44.8,0,49,620,70,24,8.17,,10
1882-02,AR,54.1,6,153,304,77,28,12.74,,0
1882-03,AR,59,31,294,211,83,39,6.25,,
1882-04,AR,64.8,105,451,104,85,43,5.59,,0
1882-05,AR,66.8,104,529,40,87,49,15.91,,0
1882-06,AR,79.7,445,895,0,98,55,1.96,,0
1882-07,AR,77.8,406,871,0,96,61,5.17,,0
1882-08,AR,77.2,385,850,0,90,60,3.17,,0
1882-09,AR,71.4,208,650,8,89,53,3.03,,0
1882-10,AR,67.1,126,536,55,84,43,6.05,,0
1882-11,AR,53.3,31,192,376,83,28,6.17,,
1882-12,AR,44.8,0,36,621,67,17,1.33,,0.6
1883-01,AR,40.4,0,8,754,66,12,5.44,,0.4
1883-02,AR,45.1,3,63,551,74,22,6.47,,
1883-03,AR,53,0,125,365,76,34,4.24,,0
1883-04,AR,63.8,54,421,83,86,46,8.92,,0
1883-05,AR,69.1,153,598,20,87,44,4.17,,0
1883-06,AR,79,426,876,0,97,57,3.01,,0
1883-07,AR,81,503,968,0,94,64,4.83,,0
1883-08,AR,78.4,421,886,0,98,62,2.3,,0
1883-09,AR,71.1,204,640,14,95,48,3.67,,0
1883-10,AR,67.3,168,546,88,90,45,5.55,,0
1883-11,AR,56.3,27,241,284,79,26,3.13,,0
1883-12,AR,49.1,0,87,485,74,28,3.89,,0
1884-01,AR,35.7,1,38,902,72,6,3.45,,6.2
1884-02,AR,47.7,5,80,499,76,7,9.79,,0.3
1884-03,AR,54.5,7,225,324,78,28,4.67,,
1884-04,AR,60.6,40,329,164,85,36,10.24,,
1884-05,AR,69.9,164,621,8,87,54,7.33,,0
1884-06,AR,77.1,369,819,0,95,60,2.18,,0
1884-07,AR,82.9,562,1027,0,101,68,4.23,,0
1884-08,AR,78.7,431,896,0,99,59,3.26,,0
1884-09,AR,77,366,816,0,93,58,5,,0
1884-10,AR,66.5,141,520,86,90,39,1.3,,0
1884-11,AR,52.4,0,125,373,74,28,2.83,,0
1884-12,AR,41.6,0,40,716,69,10,16.92,,0
1885-01,AR,37.6,0,19,842,69,10,4.41,,1.7
1885-02,AR,41.9,0,39,639,72,10,2.43,,0.2
1885-03,AR,51.6,0,116,405,77,27,3.84,,0
1885-04,AR,63.8,67,423,94,86,40,6.03,,0
1885-05,AR,68.9,163,597,31,89,44,3.26,,0
1885-06,AR,80.4,468,918,0,95,66,3.39,,0
1885-07,AR,84.7,618,1083,0,100,65,1.13,,0
1885-08,AR,81.7,524,989,0,99,64,1.95,,0
1885-09,AR,75,310,760,0,90,56,2.06,,0
1885-10,AR,61.2,32,355,142,83,39,1.03,,0
1885-11,AR,52.6,6,160,370,79,28,2.64,,0
1885-12,AR,43.5,0,36,657,71,19,3.74,,
1886-01,AR,29.8,0,7,1083,61,-5,3.97,,5.9
1886-02,AR,41.1,0,16,662,73,8,4.27,,
1886-03,AR,49.5,1,117,473,79,23,3.45,,
1886-04,AR,61.3,57,379,162,86,28,3.09,,
1886-05,AR,73.5,278,736,7,93,48,1.13,,0
1886-06,AR,75.6,324,774,0,95,60,9.28,,0
1886-07,AR,80.2,479,944,0,94,66,2.97,,0
1886-08,AR,80.5,488,953,0,98,62,5.31,,0
1886-09,AR,75.1,311,757,4,94,53,6.24,,0
1886-10,AR,63.1,72,419,122,82,33,1.07,,0
1886-11,AR,49.2,0,82,468,73,25,5.81,,
1886-12,AR,38.2,0,3,824,65,15,0.88,,1.2
1887-01,AR,41,2,71,737,72,7,2.26,,0.9
1887-02,AR,48.5,0,80,452,72,23,6.42,,0
1887-03,AR,55.2,0,194,297,75,30,4.54,,0
1887-04,AR,63,64,400,115,90,34,0.49,,0
1887-05,AR,72.2,251,698,18,89,52,6.08,,0
1887-06,AR,76.6,355,805,0,96,59,2.2,,0
1887-07,AR,81.7,523,988,0,100,64,1.74,,0
1887-08,AR,80,469,934,0,99,59,1.18,,0
1887-09,AR,75.4,336,770,16,99,50,1.04,,0
1887-10,AR,62,91,391,177,89,33,0.97,,0
1887-11,AR,52.3,0,164,374,77,19,4.5,,0
1887-12,AR,40.7,0,18,747,65,14,7.14,,3
1888-01,AR,38.8,7,71,810,75,7,4.94,,9
1888-02,AR,46.1,0,52,539,75,18,2.49,,
1888-03,AR,50,0,122,457,80,25,5.06,,0
1888-04,AR,65.9,81,483,48,86,43,0.84,,0
1888-05,AR,68.6,135,585,15,88,45,5.09,,0
1888-06,AR,75.8,334,783,1,92,56,7.25,,0
1888-07,AR,81.9,529,994,0,97,61,3.78,,0
1888-08,AR,79.9,471,936,0,97,63,11.13,,0
1888-09,AR,71.3,201,644,7,89,50,1.33,,0
1888-10,AR,58.7,18,285,204,82,37,2.39,,0
1888-11,AR,50.2,12,116,447,81,32,8.82,,0
1888-12,AR,44.7,0,25,602,69,23,4.43,,0
1889-01,AR,44,0,24,623,66,20,7.3,,1.5
1889-02,AR,43.8,5,57,593,78,17,1.48,,
1889-03,AR,54.3,1,170,325,79,31,6.17,,0
1889-04,AR,64.6,51,445,56,82,46,4.28,,0
1889-05,AR,67.7,134,557,42,88,44,2.97,,0
1889-06,AR,73.8,283,722,11,91,51,3.07,,0
1889-07,AR,80.6,492,957,0,95,65,7.59,,0
1889-08,AR,76.8,376,841,0,93,61,3.06,,0
1889-09,AR,70.8,205,630,25,91,50,5.96,,0
1889-10,AR,60.7,29,339,155,82,36,1.99,,0
1889-11,AR,47.4,0,51,523,73,25,10.2,,
1889-12,AR,59.2,12,324,182,78,28,0.14,,0
1890-01,AR,50.7,12,167,446,75,21,8.48,,0
1890-02,AR,52.6,19,166,360,78,20,6.48,,0
1890-03,AR,50.6,12,179,449,84,16,5.79,,
1890-04,AR,62.3,48,383,120,84,38,7.77,,0
1890-05,AR,69.1,155,598,22,87,46,6.16,,0
1890-06,AR,78.1,402,851,1,94,60,8.28,,0
1890-07,AR,81.3,513,978,0,97,66,1.83,,0
1890-08,AR,78.1,414,879,0,94,61,2.59,,0
1890-09,AR,70.7,207,629,28,92,51,5.55,,0
1890-10,AR,61.6,58,368,157,86,38,2.75,,0
1890-11,AR,55.3,7,180,292,77,33,5.21,,0
1890-12,AR,46.2,0,63,576,74,22,2.83,,0
1891-01,AR,42.4,0,7,693,63,26,7.68,0,
1891-02,AR,48.2,6,85,468,78,22,3.99,,0.2
1891-03,AR,47.8,0,80,525,70,23,5.48,5,5
1891-04,AR,63.8,81,442,111,83,30,3.29,0,0
1891-05,AR,67.6,120,553,32,89,47,2.38,0,0
1891-06,AR,78.8,420,870,0,96,64,2.81,0,0
1891-07,AR,76.8,370,835,0,93,60,9.23,0,0
1891-08,AR,76.3,359,822,2,94,52,2.66,0,0
1891-09,AR,74.5,296,744,2,93,52,0.87,0,0
1891-10,AR,61.3,45,357,153,88,37,1.3,0,0
1891-11,AR,49.2,4,118,473,82,20,5.32,2,1.5
1891-12,AR,47.7,0,62,528,70,23,6.4,0,0
1892-01,AR,36.2,0,16,884,69,10,3.92,4,4
1892-02,AR,50.8,0,85,406,70,30,3.44,0,0
1892-03,AR,48.9,3,116,495,81,17,2.55,8,8
1892-04,AR,61.8,57,367,143,86,42,7.53,0,0
1892-05,AR,67.5,138,552,51,85,45,9.62,0,0
1892-06,AR,77,373,817,6,93,54,2.48,0,0
1892-07,AR,79,441,906,0,95,61,3.1,0,0
1892-08,AR,78.4,423,888,0,96,61,6.63,0,0
1892-09,AR,71.6,206,655,1,90,53,3.54,0,0
1892-10,AR,64.2,95,450,112,85,38,2.82,0,0
1892-11,AR,50.2,0,91,439,74,29,8.02,3,2.5
1892-12,AR,41,0,66,736,70,10,8.48,1,0.5
1893-01,AR,39.9,0,24,770,70,11,0.83,10,13
1893-02,AR,42.8,,,,71,19,5.48,1,0.6
1893-03,AR,50.8,6,154,437,80,16,4.47,0,
1893-04,AR,65.5,123,474,101,87,36,5.83,0,0
1893-05,AR,68.3,136,577,24,90,50,13.25,0,0
1893-06,AR,76.5,354,804,0,94,59,4.76,0,0
1893-07,AR,81,506,971,0,97,66,2.32,0,0
1893-08,AR,77.9,406,871,0,94,60,2.32,0,0
1893-09,AR,74.4,305,741,14,98,42,2.18,0,0
1893-10,AR,61,49,353,164,87,37,1.58,0,0
1893-11,AR,50.1,2,104,444,78,24,3.79,0,0
1893-12,AR,46.4,0,57,569,69,18,1.67,0,
1894-01,AR,45.4,0,68,600,72,1,3.21,2,2
1894-02,AR,42.3,0,27,630,67,23,4.98,2,3.5
1894-03,AR,55.6,13,251,298,84,24,9.08,1,2
1894-04,AR,63.3,58,405,103,89,42,4.19,0,0
1894-05,AR,70.4,198,639,24,90,46,3.81,0,0
1894-06,AR,77.6,387,834,3,102,51,0.26,0,0
1894-07,AR,78.6,429,894,0,103,60,6.59,0,0
1894-08,AR,78.1,412,877,0,98,60,6.5,0,0
1894-09,AR,73.8,273,720,3,93,53,2.43,0,0
1894-10,AR,63.8,80,435,111,86,35,3.2,0,0
1894-11,AR,50.7,0,98,422,75,27,0.63,0,0
1894-12,AR,45.6,0,65,594,70,10,3.95,0,
1895-01,AR,38.1,2,39,831,73,12,7.12,5,7
1895-02,AR,35.3,0,42,825,72,-2,0.63,3,4
1895-03,AR,52.5,33,185,414,87,25,7.78,0,0
1895-04,AR,63.5,51,411,90,88,36,1.47,0,0
1895-05,AR,68.6,161,582,44,88,46,2.85,0,0
1895-06,AR,77.3,377,827,0,94,62,9.25,0,0
1895-07,AR,79.3,453,918,0,96,66,6.13,0,0
1895-08,AR,79.6,460,925,0,95,65,3.96,0,0
1895-09,AR,78.3,420,854,16,96,45,0.41,0,0
1895-10,AR,58.8,16,290,201,84,38,2.22,0,0
1895-11,AR,50.8,2,118,422,76,28,5.26,0,0
1895-12,AR,44.6,0,72,627,69,17,2.5,2,3.1
1896-01,AR,41.9,0,9,711,66,15,4.85,,
1896-02,AR,46.1,0,37,542,73,24,2.89,0,1.8
1896-03,AR,49.4,15,134,492,78,27,4.3,0,
1896-04,AR,68.5,176,568,65,87,34,2.67,0,0
1896-05,AR,75.6,335,800,0,93,57,1.32,0,0
1896-06,AR,77.9,395,845,0,96,56,3.32,0,0
1896-07,AR,84.2,601,1066,0,103,64,0.86,0,0
1896-08,AR,82.7,557,1022,0,105,60,1.82,0,0
1896-09,AR,73.8,308,721,37,100,41,3.85,0,0
1896-10,AR,61.8,33,373,125,91,38,3.12,0,0
1896-11,AR,53.2,14,197,362,78,21,3.81,0,0
1896-12,AR,46.7,0,75,559,73,22,0.51,0,0
1897-01,AR,39.9,0,36,772,70,12,8.51,,0.1
1897-02,AR,46.8,6,70,506,78,21,1.76,,
1897-03,AR,56.5,23,249,275,83,33,10.43,0,0
1897-04,AR,61.8,39,362,127,83,42,5.88,0,0
1897-05,AR,68.9,139,592,12,90,49,1.15,0,0
1897-06,AR,78.9,425,875,0,100,56,3.06,0,0
1897-07,AR,83.9,591,1056,0,100,63,1.03,0,0
1897-08,AR,80.3,484,949,0,102,63,4.14,0,0
1897-09,AR,77.9,395,843,2,97,48,0.33,0,0
1897-10,AR,69.3,179,605,39,93,42,1.95,0,0
1897-11,AR,52.5,11,156,379,80,24,2.97,0,0
1897-12,AR,40.3,0,34,757,71,20,5.57,3,4
1898-01,AR,46,0,53,586,72,19,8.1,0,0
1898-02,AR,46.1,0,41,524,71,18,1.23,0,0
1898-03,AR,55.5,44,261,331,84,29,2.64,0,0
1898-04,AR,59.5,22,314,178,83,32,2.76,0,0
1898-05,AR,73,269,719,15,93,48,7.52,0,0
1898-06,AR,79.4,438,888,0,93,64,3.03,0,0
1898-07,AR,80.1,476,941,0,97,64,2.6,0,0
1898-08,AR,80.2,483,948,0,96,68,2.07,0,0
1898-09,AR,75.7,330,780,0,96,56,10.23,0,0
1898-10,AR,60.7,105,356,232,90,32,5.04,0,0
1898-11,AR,48.3,1,110,496,78,19,2.89,0,0
1898-12,AR,40.4,0,27,754,69,16,1.43,1,4
1899-01,AR,39.9,0,17,772,63,7,6.96,1,4.6
1899-02,AR,32.9,0,23,890,67,-12,1.74,1,1.2
1899-03,AR,51,6,149,433,79,18,2.79,0,0
1899-04,AR,60.9,88,369,203,89,32,3.24,0,0
1899-05,AR,73.1,257,722,0,90,56,5.66,0,0
1899-06,AR,77.5,380,830,0,92,57,1,0,0
1899-07,AR,79.5,458,923,0,94,62,7.34,0,0
1899-08,AR,82.4,549,1014,0,100,66,1.83,0,0
1899-09,AR,72.4,259,679,30,98,42,2.88,0,0
1899-10,AR,66.6,117,520,62,88,40,1.18,0,0
1899-11,AR,55.5,9,229,290,79,29,2.09,0,0
1899-12,AR,41.1,0,15,735,65,19,4.64,3,3.2
1900-01,AR,44.3,0,54,634,69,13,2.61,1,
1900-02,AR,40.6,0,24,676,72,5,4.46,,0.1
1900-03,AR,52.4,7,166,392,86,22,1.23,,
1900-04,AR,63.4,66,418,108,86,33,3.51,0,0
1900-05,AR,70.3,186,637,14,88,44,4.11,0,0
1900-06,AR,76.6,356,806,0,94,64,5.52,0,0
1900-07,AR,79.9,468,933,0,93,68,3.77,0,0
1900-08,AR,81,503,968,0,96,64,4.31,0,0
1900-09,AR,78.2,403,853,0,95,56,3.31,0,0
1900-10,AR,66.6,102,519,48,86,47,2.49,0,0
1900-11,AR,53,8,171,363,76,27,4.88,0,0
1900-12,AR,46.3,0,27,572,69,29,3.34,0,0
1901-01,AR,47,0,78,550,71,23,2.11,0,
1901-02,AR,41.4,0,15,652,71,22,1.71,0,0.1
1901-03,AR,51.8,3,143,406,81,20,4.43,0,0
1901-04,AR,59.3,49,306,213,91,37,4.96,0,0
1901-05,AR,68.8,141,590,16,90,48,2.45,0,0
1901-06,AR,79.5,448,890,8,98,53,1.19,0,0
1901-07,AR,83.8,592,1057,0,106,65,2.9,0,0
1901-08,AR,81.1,507,972,0,100,65,1.38,0,0
1901-09,AR,72.9,264,694,20,93,46,7.07,0,0
1901-10,AR,64.8,63,469,59,85,39,1.59,0,0
1901-11,AR,52.4,5,121,379,78,31,2.81,0,0
1901-12,AR,39.8,0,28,774,71,6,4.21,,
1902-01,AR,39.2,0,17,793,69,16,7.13,2,1.7
1902-02,AR,36.1,0,11,802,65,16,2.16,1,1.5
1902-03,AR,54.2,8,196,335,76,26,4.9,0,0
1902-04,AR,62.7,65,389,126,88,41,2.92,0,0
1902-05,AR,74.6,310,768,7,94,55,4.76,0,0
1902-06,AR,78.6,417,867,0,96,57,4.08,0,0
1902-07,AR,80.4,488,953,0,96,64,7.46,0,0
1902-08,AR,81.5,518,983,0,97,67,0.19,0,0
1902-09,AR,69.7,172,599,23,90,46,5.75,0,0
1902-10,AR,63.9,51,442,74,82,42,2.34,0,0
1902-11,AR,57.8,13,269,224,78,33,7.03,0,0
1902-12,AR,41.7,0,31,714,66,17,5.27,,1
1903-01,AR,42.5,0,36,690,75,17,2.6,0,0
1903-02,AR,42.6,2,52,621,73,7,6.5,3,3.3
1903-03,AR,56.5,17,237,274,77,27,5.09,0,
1903-04,AR,62,48,367,131,83,38,1.58,0,
1903-05,AR,68.6,157,580,42,84,39,5.72,0,0
1903-06,AR,71.6,223,655,18,92,53,0.76,0,0
1903-07,AR,80,472,937,0,94,67,6.18,0,0
1903-08,AR,79.1,445,910,0,92,64,4.49,0,0
1903-09,AR,71.4,218,650,18,91,47,2.09,0,0
1903-10,AR,62.4,63,394,134,87,39,2.04,0,0
1903-11,AR,49,1,133,472,76,20,0.66,0,0
1903-12,AR,41.6,0,10,720,65,18,2.6,1,0.5
1904-01,AR,41.3,0,37,730,66,9,2.58,0,
1904-02,AR,45.6,6,86,565,79,23,3.13,0,0
1904-03,AR,56.1,21,231,289,83,28,5.31,0,0
1904-04,AR,58,19,253,219,82,36,3.68,0,0
1904-05,AR,68.5,136,582,19,89,48,3.04,0,0
1904-06,AR,76.4,348,798,0,92,63,8.01,0,0
1904-07,AR,78.6,429,894,0,93,65,3.69,0,0
1904-08,AR,78.8,438,903,0,96,62,2.1,0,0
1904-09,AR,76.1,342,791,1,93,53,0.86,0,0
1904-10,AR,64,78,443,100,86,40,0.69,0,0
1904-11,AR,53.3,0,150,346,75,29,1.35,0,
1904-12,AR,44.1,0,59,639,70,19,5.64,,0.6
1905-01,AR,34.3,0,6,943,65,5,4.03,2,3
1905-02,AR,33.5,0,16,875,71,0,1.92,5,9.9
1905-03,AR,58.8,7,282,183,79,39,3.3,0,0
1905-04,AR,62.4,65,382,136,86,39,7.72,0,0
1905-05,AR,71.8,223,686,2,90,53,8.08,0,0
1905-06,AR,78.5,413,863,0,95,63,7.16,0,0
1905-07,AR,77.3,390,855,0,92,62,3.63,0,0
1905-08,AR,80,471,936,0,95,66,4.01,0,0
1905-09,AR,75,309,759,0,89,57,1.34,0,0
1905-10,AR,62.5,84,397,153,85,40,3.47,0,0
1905-11,AR,54.8,7,184,305,78,24,5.72,0,0
1905-12,AR,40,0,0,766,58,25,5.34,1,3.5
1906-01,AR,45.1,5,61,613,74,17,4.39,,0.2
1906-02,AR,42.5,0,53,620,70,13,2.07,,1.5
1906-03,AR,46,3,50,585,72,25,3.64,,0.8
1906-04,AR,65.1,87,462,77,88,39,1.62,0,0
1906-05,AR,69.5,188,611,42,90,45,5.01,0,0
1906-06,AR,77.6,386,836,0,95,60,4.5,0,0
1906-07,AR,77.5,395,860,0,92,65,6.48,0,0
1906-08,AR,78.8,431,896,0,94,58,3.43,0,0
1906-09,AR,76.5,357,802,5,93,55,3.18,0,0
1906-10,AR,59.3,23,301,190,83,38,3.21,0,0
1906-11,AR,51.5,3,137,402,81,30,4.33,0,0
1906-12,AR,48,2,98,521,74,27,5.2,0,0.8
1907-01,AR,50.5,18,172,460,76,18,8.27,,0.1
1907-02,AR,46,0,63,525,76,20,3.86,,0.1
1907-03,AR,63.1,132,421,185,87,35,2.57,0,0
1907-04,AR,55.7,16,191,285,83,38,5.66,0,0
1907-05,AR,64.4,79,454,91,84,45,10.3,0,0
1907-06,AR,76.3,348,795,3,91,55,2.13,0,0
1907-07,AR,82.5,550,1015,0,100,64,0.53,0,0
1907-08,AR,82.3,546,1011,0,103,65,1.53,0,0
1907-09,AR,74.9,306,756,0,101,53,1.08,0,0
1907-10,AR,63.3,82,424,124,87,38,3.25,0,0
1907-11,AR,50.7,1,122,423,76,25,8.75,0,0
1907-12,AR,46.2,1,60,579,71,27,2.63,0,0
1908-01,AR,43.9,0,24,648,68,23,5.03,0,0
1908-02,AR,46,2,52,544,72,18,3.32,0,
1908-03,AR,60.9,74,363,192,87,38,4.31,0,0
1908-04,AR,63.8,88,427,116,84,37,4.32,,
1908-05,AR,70.4,211,641,35,88,44,4.59,0,0
1908-06,AR,77.1,370,820,0,92,62,2.3,0,0
1908-07,AR,80.1,473,938,0,96,64,1.08,0,0
1908-08,AR,80,473,938,0,95,67,2.58,0,0
1908-09,AR,74.5,316,743,23,94,44,3.27,0,0
1908-10,AR,60.6,45,344,172,82,38,0.43,0,0
1908-11,AR,55.1,1,221,290,80,26,4.98,0,
1908-12,AR,47.5,3,63,535,73,25,0.84,0,0.2
1909-01,AR,43.9,8,109,654,74,13,0.71,,0.5
1909-02,AR,49.4,4,103,434,74,19,5.18,,
1909-03,AR,54.2,0,167,327,78,32,3.7,0,0
1909-04,AR,61.7,57,359,148,83,37,4.23,0,0
1909-05,AR,67.6,132,550,47,85,40,4.51,0,0
1909-06,AR,77.8,391,841,0,93,62,2.81,0,0
1909-07,AR,82.5,548,1013,0,98,66,1.23,0,0
1909-08,AR,83,563,1028,0,105,67,1.74,0,0
1909-09,AR,74.8,321,751,20,98,46,3.17,0,0
1909-10,AR,64.1,88,448,107,90,40,0.84,0,0
1909-11,AR,60.3,34,338,166,84,32,3,0,0
1909-12,AR,37.1,1,39,857,75,16,5.31,1,2.5
1910-01,AR,44.1,2,57,643,75,10,2.76,5,6.1
1910-02,AR,40.4,0,20,679,68,9,4.59,3,8.3
1910-03,AR,62.3,78,398,154,87,37,0.87,0,0
1910-04,AR,60.4,31,334,165,86,33,5.73,0,0
