ID,state,temperature_avg,CDD,GDD,HDD,temperature_max,temperature_min,precipitation,snow_depth,snow_fall,sunlight_svm,sunlight_reg,crop,productions_spring,harvested_spring,cultivated_spring,productions_winter,harvested_winter,cultivated_winter
1906-07,AR,77.5,395,860,0,92,65,6.48,0,0,304.33,304.33,Rice,,,,,,
1906-08,AR,78.8,431,896,0,94,58,3.43,0,0,268.67,268.67,Rice,,,,,,
1906-09,AR,76.5,357,802,5,93,55,3.18,0,0,213,213,Rice,,,,,,
1906-10,AR,59.3,23,301,190,83,38,3.21,0,0,232.33,232.33,Rice,,,,,,
1906-11,AR,51.5,3,137,402,81,30,4.33,0,0,163.67,163.67,Rice,,,,,,
1906-12,AR,48,2,98,521,74,27,5.2,0,0.8,103,103,Rice,,,,,,
1907-01,AR,50.5,18,172,460,76,18,8.27,2.154697475,0.1,99,99,Rice,,,,,,
1907-02,AR,46,0,63,525,76,20,3.86,0.992713923,0.1,170.33,170.33,Rice,,,,,,
1907-03,AR,63.1,132,421,185,87,35,2.57,0,0,203,203,Rice,,,,,,
1907-04,AR,55.7,16,191,285,83,38,5.66,0,0,172,172,Rice,,,,,,
1907-05,AR,64.4,79,454,91,84,45,10.3,0,0,240.67,240.67,Rice,,,,,,
1907-06,AR,76.3,348,795,3,91,55,2.13,0,0,297.67,297.67,Rice,,,,,,
1907-07,AR,82.5,550,1015,0,100,64,0.53,0,0,384.67,384.67,Rice,,,,,,
1907-08,AR,82.3,546,1011,0,103,65,1.53,0,0,312.67,312.67,Rice,,,,,,
1907-09,AR,74.9,306,756,0,101,53,1.08,0,0,302,302,Rice,,,,,,
1907-10,AR,63.3,82,424,124,87,38,3.25,0,0,235.33,235.33,Rice,,,,,,
1907-11,AR,50.7,1,122,423,76,25,8.75,0,0,189.33,189.33,Rice,,,,,,
1907-12,AR,46.2,1,60,579,71,27,2.63,0,0,151,151,Rice,,,,,,
1908-01,AR,43.9,0,24,648,68,23,5.03,0,0,180.67,180.67,Rice,,,,,,
1908-02,AR,46,2,52,544,72,18,3.32,0,1.548323315,167,167,Rice,,,,,,
1908-03,AR,60.9,74,363,192,87,38,4.31,0,0,204.67,204.67,Rice,,,,,,
1908-04,AR,63.8,88,427,116,84,37,4.32,0,0.007010799,176.67,176.67,Rice,,,,,,
1908-05,AR,70.4,211,641,35,88,44,4.59,0,0,271,271,Rice,,,,,,
1908-06,AR,77.1,370,820,0,92,62,2.3,0,0,290.33,290.33,Rice,,,,,,
1908-07,AR,80.1,473,938,0,96,64,1.08,0,0,335.67,335.67,Rice,,,,,,
1908-08,AR,80,473,938,0,95,67,2.58,0,0,297.67,297.67,Rice,,,,,,
1908-09,AR,74.5,316,743,23,94,44,3.27,0,0,191.33,191.33,Rice,,,,,,
1908-10,AR,60.6,45,344,172,82,38,0.43,0,0,257.33,257.33,Rice,,,,,,
1908-11,AR,55.1,1,221,290,80,26,4.98,0,0.384137247,179.33,179.33,Rice,,,,,,
1908-12,AR,47.5,3,63,535,73,25,0.84,0,0.2,156.33,156.33,Rice,,,,,,
1909-01,AR,43.9,8,109,654,74,13,0.71,2.138231005,0.5,82.33,82.33,Rice,,,,,,
1909-02,AR,49.4,4,103,434,74,19,5.18,1.002928209,1.562297704,192.33,192.33,Rice,,,,,,
1909-03,AR,54.2,0,167,327,78,32,3.7,0,0,212,212,Rice,,,,,,
1909-04,AR,61.7,57,359,148,83,37,4.23,0,0,247,247,Rice,,,,,,
1909-05,AR,67.6,132,550,47,85,40,4.51,0,0,272,272,Rice,,,,,,
1909-06,AR,77.8,391,841,0,93,62,2.81,0,0,267.67,267.67,Rice,,,,,,
1909-07,AR,82.5,548,1013,0,98,66,1.23,0,0,357.33,357.33,Rice,,,,,,
1909-08,AR,83,563,1028,0,105,67,1.74,0,0,303.33,303.33,Rice,,,,,,
1909-09,AR,74.8,321,751,20,98,46,3.17,0,0,271.67,271.67,Rice,,,,,,
1909-10,AR,64.1,88,448,107,90,40,0.84,0,0,265.67,265.67,Rice,,,,,,
1909-11,AR,60.3,34,338,166,84,32,3,0,0,161.67,161.67,Rice,,,,,,
1909-12,AR,37.1,1,39,857,75,16,5.31,1,2.5,172.67,172.67,Rice,,,,,,
1910-01,AR,44.1,2,57,643,75,10,2.76,5,6.1,186,186,Rice,,,,,,
1910-02,AR,40.4,0,20,679,68,9,4.59,3,8.3,157.33,157.33,Rice,,,,,,
1910-03,AR,62.3,78,398,154,87,37,0.87,0,0,271.33,271.33,Rice,,,,,,
1910-04,AR,60.4,31,334,165,86,33,5.73,0,0,214.33,214.33,Rice,,,,,,
1910-05,AR,66.8,112,531,46,88,47,7.19,0,0,227.67,227.67,Rice,,,,,,
1910-06,AR,74.5,293,743,0,91,59,7.25,0,0,280,280,Rice,,,,,,
1910-07,AR,79.1,446,911,0,94,65,4.73,0,0,296,296,Rice,,,,,,
1910-08,AR,79,442,907,0,94,61,3.82,0,0,262.33,262.33,Rice,,,,,,
1910-09,AR,76.9,362,812,0,92,61,3.12,0,0,289.33,289.33,Rice,,,,,,
1910-10,AR,64,114,457,137,90,31,6.44,0,0,271,271,Rice,,,,,,
1910-11,AR,52.6,5,134,373,76,33,0.09,0,0,228.33,228.33,Rice,,,,,,
1910-12,AR,42.3,0,20,696,68,23,5.4,0,1.602376854,172,172,Rice,,,,,,
1911-01,AR,48.3,9,154,520,77,8,0.98,2.121764535,0.6,133.67,133.67,Rice,,,,,,
1911-02,AR,50.6,13,145,409,80,20,4.26,0,1.590246483,158.67,158.67,Rice,,,,,,
1911-03,AR,57,32,250,274,89,30,2.1,0,0.953052174,244,244,Rice,,,,,,
1911-04,AR,60.7,39,331,159,87,41,10.72,0,0,194.33,194.33,Rice,,,,,,
1911-05,AR,72.2,278,696,47,94,44,0.82,0,0,335,335,Rice,,,,,,
1911-06,AR,81.7,511,961,0,100,67,3.11,0,0,340.33,340.33,Rice,,,,,,
1911-07,AR,78.5,427,892,0,97,62,3.24,0,0,225.33,225.33,Rice,,,,,,
1911-08,AR,78.5,427,892,0,102,60,8.88,0,0,247.33,247.33,Rice,,,,,,
1911-09,AR,79.5,442,892,0,96,59,6.43,0,0,292.33,292.33,Rice,,,,,,
1911-10,AR,63.2,119,426,164,89,37,0.41,0,0,186,186,Rice,,,,,,
1911-11,AR,47,2,94,535,81,19,4,0,0.374227996,185.33,185.33,Rice,,,,,,
1911-12,AR,44.3,0,30,636,64,20,6.17,0,0,139.33,139.33,Rice,,,,,,
1912-01,AR,35.1,0,11,920,69,-2,3.54,1,0.8,193,193,Rice,,,,,,
1912-02,AR,38.9,0,7,751,65,6,2.74,0,0.9,175.67,175.67,Rice,,,,,,
1912-03,AR,46.6,10,109,574,79,27,9.05,0,0,137,137,Rice,,,,,,
1912-04,AR,62.7,53,388,115,84,42,10.76,0,0,235,235,Rice,,,,,,
1912-05,AR,70.5,211,645,31,91,49,1.81,0,0,332.67,332.67,Rice,,,,,,
1912-06,AR,73.9,274,724,0,90,58,3.84,0,0,297.33,297.33,Rice,,,,,,
1912-07,AR,82,535,1000,0,99,68,1.93,0,0,346.33,346.33,Rice,,,,,,
1912-08,AR,79,439,904,0,94,58,4.98,0,0,331,331,Rice,,,,,,
1912-09,AR,74.8,320,752,18,96,50,2.59,0,0,295.67,295.67,Rice,,,,,,
1912-10,AR,64.7,91,464,92,90,43,3.87,0,0,238.33,238.33,Rice,,,,,,
1912-11,AR,51.9,0,133,384,77,26,0.63,0,0,232,232,Rice,,,,,,
1912-12,AR,43.2,0,15,666,68,23,2.22,0,1.591866861,179.67,179.67,Rice,,,,,,
1913-01,AR,45.1,0,62,609,69,15,11.29,0,2.974982052,160,160,Rice,,,,,,
1913-02,AR,42.3,0,55,626,76,23,3.78,1.023356781,1,140.67,140.67,Rice,,,,,,
1913-03,AR,51.4,15,157,428,81,24,4.47,0,0.950562763,226.67,226.67,Rice,,,,,,
1913-04,AR,61.8,58,377,145,87,38,11.46,0,0,268.33,268.33,Rice,,,,,,
1913-05,AR,70,177,628,14,91,52,2.34,0,0,316,316,Rice,,,,,,
1913-06,AR,78.2,406,854,2,96,56,2.05,0,0,338,338,Rice,,,,,,
1913-07,AR,81.5,520,985,0,98,67,3.74,0,0,328.67,328.67,Rice,,,,,,
1913-08,AR,82.1,536,1001,0,100,65,2.4,0,0,362.67,362.67,Rice,,,,,,
1913-09,AR,71.7,246,659,37,101,46,9.25,0,0,196.67,196.67,Rice,,,,,,
1913-10,AR,60.7,97,378,224,85,32,4.78,0,0,198.33,198.33,Rice,,,,,,
1913-11,AR,58.2,15,272,212,77,34,3.05,0,0,129.67,129.67,Rice,,,,,,
1913-12,AR,44.8,0,45,618,68,27,2.96,0.909688609,1.5,83,83,Rice,,,,,,
1914-01,AR,47,2,75,554,76,26,1.35,2.097064829,0.1,171.33,171.33,Rice,,,,,,
1914-02,AR,41.7,0,27,645,68,10,2.85,0,1.632169651,165,165,Rice,,,,,,
1914-03,AR,51,11,163,435,76,26,4.63,0,0,218,218,Rice,,,,,,
1914-04,AR,61.8,65,377,155,89,31,5.19,0,0,229.33,229.33,Rice,,,,,,
1914-05,AR,70.6,207,647,25,91,49,2.25,0,0,273.67,273.67,Rice,,,,,,
1914-06,AR,83.9,575,1025,0,101,64,0.01,0,0,363.33,363.33,Rice,,,,,,
1914-07,AR,82.7,556,1021,0,101,67,3.71,0,0,304,304,Rice,,,,,,
1914-08,AR,78.3,423,888,0,92,65,4.77,0,0,244,244,Rice,,,,,,
1914-09,AR,74.6,297,745,2,94,52,1.93,0,0,275,275,Rice,,,,,,
1914-10,AR,63.3,79,425,125,84,34,1.47,0,0,185.33,185.33,Rice,,,,,,
1914-11,AR,54.2,9,204,324,80,21,2.36,0,0,182.33,182.33,Rice,,,,,,
1914-12,AR,36.9,0,14,862,61,8,6.88,5,6,89,89,Rice,,,,,,
1915-01,AR,40.2,0,15,761,65,17,4.62,2,7,138.33,138.33,Rice,,,,,,
1915-02,AR,46.3,0,38,517,67,29,2.52,0,1.64614404,152,152,Rice,,,,,,
1915-03,AR,43.3,0,10,665,65,24,2.94,0.615162336,0.948073352,136,136,Rice,,,,,,
1915-04,AR,65.5,105,492,83,89,36,2.92,0,0.007270537,230,230,Rice,,,,,,
1915-05,AR,70.3,191,640,16,91,47,4.38,0,0,248.67,248.67,Rice,,,,,,
1915-06,AR,76.2,345,795,0,98,60,3.72,0,0,258.33,258.33,Rice,,,,,,
1915-07,AR,80,471,936,0,100,60,0.96,0,0,338,338,Rice,,,,,,
1915-08,AR,75.3,330,791,4,93,54,10.33,0,0,193.33,193.33,Rice,,,,,,
1915-09,AR,76,346,789,7,92,51,1.16,0,0,244.67,244.67,Rice,,,,,,
1915-10,AR,65.4,75,482,58,86,42,2.19,0,0,275,275,Rice,,,,,,
1915-11,AR,55.5,26,212,305,81,29,5.63,0,0,210.33,210.33,Rice,,,,,,
1915-12,AR,46,0,40,580,70,28,5.37,0,0,134.33,134.33,Rice,,,,,,
1916-01,AR,45.2,4,107,609,75,10,8.45,2.080598359,0.1,88,88,Rice,,,,,,
1916-02,AR,43.9,0,49,604,78,16,2.05,1,1.9,184.33,184.33,Rice,,,,,,
1916-03,AR,54.8,27,235,337,86,30,1.59,0,0.946828647,233.33,233.33,Rice,,,,,,
1916-04,AR,60.7,35,344,157,83,35,2.61,0,0,213.33,213.33,Rice,,,,,,
1916-05,AR,72.3,251,697,19,92,49,1.49,0,0,302,302,Rice,,,,,,
1916-06,AR,76.5,355,805,0,93,55,3,0,0,254.33,254.33,Rice,,,,,,
1916-07,AR,83.6,585,1050,0,99,71,0.44,0,0,354.33,354.33,Rice,,,,,,
1916-08,AR,81.3,513,978,0,98,64,3.59,0,0,301.33,301.33,Rice,,,,,,
1916-09,AR,72.9,266,695,21,94,45,1.95,0,0,274.33,274.33,Rice,,,,,,
1916-10,AR,63.3,80,430,125,87,35,2.92,0,0,239.33,239.33,Rice,,,,,,
1916-11,AR,53.5,21,196,360,82,22,2.12,0,0.357712576,223.33,223.33,Rice,,,,,,
1916-12,AR,43.5,5,81,666,76,11,2.17,3,3.2,157.67,157.67,Rice,,,,,,
1917-01,AR,45,2,90,612,75,15,2.53,5,5.5,154.33,154.33,Rice,,,,,,
1917-02,AR,44.8,7,97,566,82,11,1.72,0,1.674092819,204,204,Rice,,,,,,
1917-03,AR,54.1,29,221,362,81,24,6.43,0.607209683,0.4,219.33,219.33,Rice,,,,,,
1917-04,AR,61.2,46,348,154,83,37,3.91,0,0,230.67,230.67,Rice,,,,,,
1917-05,AR,64,90,442,113,89,43,3.28,0,0,256.67,256.67,Rice,,,,,,
1917-06,AR,76.2,346,793,3,96,53,3.82,0,0,339.33,339.33,Rice,,,,,,
1917-07,AR,80.1,478,943,0,99,65,4.54,0,0,306.67,306.67,Rice,,,,,,
1917-08,AR,77.7,401,866,0,95,60,4.38,0,0,269.67,269.67,Rice,,,,,,
1917-09,AR,72.5,236,683,3,92,52,0.27,0,0,258,258,Rice,,,,,,
1917-10,AR,57.9,43,283,255,85,27,2.03,0,0,253.67,253.67,Rice,,,,,,
1917-11,AR,52.9,0,136,357,76,28,2.07,0,0,194,194,Rice,,,,,,
1917-12,AR,35.4,0,49,910,70,5,1.24,5,6.6,165.33,165.33,Rice,,,,,,
1918-01,AR,28.6,0,1,1121,62,-8,5.51,15,20,160,160,Rice,,,,,,
1918-02,AR,48,4,131,471,87,17,0.98,2,0.2,188.67,188.67,Rice,,,,,,
1918-03,AR,58.8,27,300,211,84,34,1.49,0,0,213.67,213.67,Rice,,,,,,
1918-04,AR,60.7,51,334,174,90,39,8.42,0,0,264,264,Rice,,,,,,
1918-05,AR,74.1,308,757,16,90,45,0.64,0,0,318.67,318.67,Rice,,,,,,
1918-06,AR,80.6,474,924,0,99,64,6.77,0,0,327.67,327.67,Rice,,,,,,
1918-07,AR,80.3,484,949,0,101,64,0.94,0,0,331.67,331.67,Rice,,,,,,
1918-08,AR,82.8,561,1026,0,102,65,1.42,0,0,302.67,302.67,Rice,,,,,,
1918-09,AR,69,159,577,32,95,48,4.63,0,0,244,244,Rice,,,,,,
1918-10,AR,66.5,120,521,64,89,38,4.14,0,0,202,202,Rice,,,,,,
1918-11,AR,51,0,131,412,76,32,3.11,0,0,166.67,166.67,Rice,,,,,,
1918-12,AR,49.5,2,110,475,75,19,7.95,0,1.560336885,165.33,165.33,Rice,,,,,,
1919-01,AR,43.2,0,20,669,66,10,2.72,0,0.1,184.33,184.33,Rice,,,,,,
1919-02,AR,45,0,31,552,69,22,3.55,1,0.8,177,177,Rice,,,,,,
1919-03,AR,53.8,5,183,341,74,24,6.44,0,0.2,231.33,231.33,Rice,,,,,,
1919-04,AR,61.7,53,363,146,84,37,4.09,0,0,254,254,Rice,,,,,,
1919-05,AR,67.1,114,538,41,83,50,4.67,0,0,210,210,Rice,,,,,,
1919-06,AR,77.3,375,825,0,92,54,2.75,0,0,247.67,247.67,Rice,,,,,,
1919-07,AR,82.2,540,1005,0,98,66,2.36,0,0,350,350,Rice,,,,,,
1919-08,AR,81,506,971,0,99,65,3.45,0,0,300,300,Rice,,,,,,
1919-09,AR,75.3,320,770,0,95,55,2.78,0,0,245.33,245.33,Rice,,,,,,
1919-10,AR,66.6,134,523,76,87,47,15.29,0,0,106.67,106.67,Rice,,,,,,
1919-11,AR,52.7,0,134,360,75,26,8.21,0,0,177.33,177.33,Rice,,,,,,
1919-12,AR,40.6,0,18,749,69,14,2.34,0,0,147.33,147.33,Rice,,,,,,
1920-01,AR,40.8,0,26,742,73,22,9.19,2.047665419,0.5,141.67,141.67,Rice,,,,,,
1920-02,AR,46.3,1,62,535,70,17,1.16,1.059106783,1.716015987,164.67,164.67,Rice,,,,,,
1920-03,AR,53,3,215,365,80,17,4.8,0,0,211,211,Rice,,,,,,
1920-04,AR,60.3,55,333,190,85,28,6.59,0,0.007456064,230,230,Rice,,,,,,
1920-05,AR,70.9,214,657,22,89,50,8.18,0,0,224.67,224.67,Rice,,,,,,
1920-06,AR,75.4,321,767,4,93,56,4.27,0,0,304,304,Rice,,,,,,
1920-07,AR,80.4,483,948,0,99,61,3.06,0,0,292.33,292.33,Rice,,,,,,
1920-08,AR,77.3,390,855,0,92,61,3.33,0,0,236.67,236.67,Rice,,,,,,
1920-09,AR,75.3,336,767,19,92,44,2.88,0,0,242.33,242.33,Rice,,,,,,
1920-10,AR,65.4,107,485,87,84,37,3.23,0,0,207.33,207.33,Rice,,,,,,
1920-11,AR,48.4,0,106,492,76,23,0.88,0,0.344500241,161.67,161.67,Rice,,,,,,
1920-12,AR,44.6,0,32,626,67,19,6.99,0,1.549826893,147.67,147.67,Rice,,,,,,
1921-01,AR,47.2,0,70,545,71,29,1.52,2.039432183,1.6,122,122,Rice,,,,,,
1921-02,AR,49,0,87,442,75,23,6.86,9,13.1,195,195,Rice,,,,,,
1921-03,AR,61.3,60,376,168,84,30,7.03,0,0,206,206,Rice,,,,,,
1921-04,AR,60.4,22,325,155,83,34,7.4,0,0,246,246,Rice,,,,,,
1921-05,AR,70.9,227,651,41,95,43,0.75,0,0,326.5,326.5,Rice,,,,,,
1921-06,AR,79,426,876,0,94,67,4.67,0,0,265.5,265.5,Rice,,,,,,
1921-07,AR,82.2,542,1007,0,99,68,1.44,0,0,347.5,347.5,Rice,,,,,,
1921-08,AR,81.4,516,981,0,97,68,7.08,0,0,290,290,Rice,,,,,,
1921-09,AR,79.6,447,896,1,95,55,2.18,0,0,247.5,247.5,Rice,,,,,,
1921-10,AR,62.9,43,407,101,85,41,0.14,0,0,290,290,Rice,,,,,,
1921-11,AR,55.9,13,214,279,81,31,3.89,0,0,174,174,Rice,,,,,,
1921-12,AR,48,0,74,517,75,21,2.58,0,0,145,145,Rice,,,,,,
1922-01,AR,39.7,0,10,774,67,24,1.9,0,0.2,109,109,Rice,,,,,,
1922-02,AR,48.1,6,122,473,78,25,3.95,1,1.3,133,133,Rice,,,,,,
1922-03,AR,52.3,0,168,387,77,21,8.3,0.587328052,0.2,187,187,Rice,,,,,,
1922-04,AR,64.1,67,432,86,86,40,3.55,0,0,236.5,236.5,Rice,,,,,,
1922-05,AR,71.5,212,672,5,87,55,4.74,0,0,277,277,Rice,,,,,,
1922-06,AR,79.4,440,890,0,96,62,2.21,0,0,338,338,Rice,,,,,,
1922-07,AR,80.5,488,953,0,98,61,2.39,0,0,302.5,302.5,Rice,,,,,,
1922-08,AR,81.5,523,988,0,98,63,0.83,0,0,317.5,317.5,Rice,,,,,,
1922-09,AR,77.7,389,839,0,100,56,0.93,0,0,327.5,327.5,Rice,,,,,,
1922-10,AR,65.2,103,478,90,90,40,0.77,0,0,252,252,Rice,,,,,,
1922-11,AR,54.2,13,177,327,81,30,2.07,0,0,197,197,Rice,,,,,,
1922-12,AR,48.4,8,113,512,74,22,3.38,0,0,138,138,Rice,,,,,,
1923-01,AR,49.7,0,75,468,68,31,7.42,2.022965713,0.3,164,164,Rice,,,,,,
1923-02,AR,42.4,3,35,626,72,18,6.42,1,3.1,136,136,Rice,,,,,,
1923-03,AR,49.6,0,96,470,74,14,5,0,0,221,221,Rice,,,,,,
1923-04,AR,62.4,47,382,120,84,32,7.69,0,0,265,265,Rice,,,,,,
1923-05,AR,67.4,124,549,40,89,43,10.5,0,0,243.5,243.5,Rice,,,,,,
1923-06,AR,77.5,385,835,0,93,60,1.8,0,0,298.5,298.5,Rice,,,,,,
1923-07,AR,80,468,933,0,98,61,7.86,0,0,325.5,325.5,Rice,,,,,,
1923-08,AR,81.5,518,983,0,98,61,2.55,0,0,317.5,317.5,Rice,,,,,,
1923-09,AR,73.2,262,705,7,90,57,3.93,0,0,213.5,213.5,Rice,,,,,,
1923-10,AR,60.8,54,352,177,87,34,1,0,0,183,183,Rice,,,,,,
1923-11,AR,52.6,0,125,367,74,33,2.59,0,0,174.5,174.5,Rice,,,,,,
1923-12,AR,51.1,7,129,433,74,22,4.7,0,1.534061905,112,112,Rice,,,,,,
1924-01,AR,36.9,0,5,865,69,8,3.56,2.014732478,2.926313546,163,163,Rice,,,,,,
1924-02,AR,44.1,0,56,598,76,15,1.64,1.079535355,1.771913545,142.5,142.5,Rice,,,,,,
1924-03,AR,47.3,4,82,547,78,26,2.7,3,6.6,200,200,Rice,,,,,,
1924-04,AR,62.6,55,393,120,88,31,5.43,0,0,255.5,255.5,Rice,,,,,,
1924-05,AR,65.6,93,492,66,88,44,2.44,0,0,298.5,298.5,Rice,,,,,,
1924-06,AR,79.3,438,888,0,95,60,2.89,0,0,308.5,308.5,Rice,,,,,,
